KATUZ_KOD;latitude;longitude
601977;49.66662987085207;17.315431478238278
601993;50.13390456157019;14.22007762383845
602019;49.21600910820025;17.48245563512896
602027;50.0704582079771;15.322753066372947
602035;50.44865276657626;13.762781717754551
602060;50.231804424293;14.879298497092238
602078;50.25326301470677;14.838547715852457
602086;50.31146803309581;15.736272416534492
602094;49.84675758915012;16.32490212519964
602108;50.29237245784981;14.832988640388571
602132;50.64974988565774;15.541872820060371
602191;49.789404867471745;14.692321430852273
602361;49.50852071106304;16.76562789402669
602388;48.736723137686575;14.613126038963491
602451;50.74554952437567;14.302993151540866
602477;50.595982848030175;15.365961642821125
602515;49.129425508360626;13.718955579201683
602531;49.73479505493974;12.895040298386936
602566;49.29245557039797;15.866447906302309
602604;49.42191045538049;17.508082312965847
602621;49.97740946479797;12.85626726207958
602647;50.0118879241552;15.403152345007305
602655;49.68540748999559;15.121187738989473
602663;49.36460474901153;14.387094154594587
602701;49.65056271341171;12.792003126062022
602752;50.64460913577574;15.946073839108902
602761;50.67890416924587;15.975916141725378
602787;50.66499733981862;15.949153262719323
602825;50.37351460772193;17.087904734240503
602850;49.61104122410383;17.95145589196488
602868;49.96154561281144;14.074156570438374
603104;50.19095355069577;15.353697092766811
603121;50.172429444357505;15.34329712761927
603180;49.78781731150091;13.975508757904207
603198;50.26562438767092;14.10895155764593
603210;48.789280436918816;14.537983880927813
603236;50.013563433037014;16.213888691387055
603244;49.82971862591611;15.592385546918731
603317;49.29602854320136;13.314159613876958
603368;49.802569035689686;14.019617470283436
603376;49.6965119589376;16.757012801482805
603406;50.63916437106132;15.15507002613792
603414;50.67062548555094;15.093932588409448
603457;49.44581991311884;13.891231585805677
603481;49.38665742410195;13.209926476374584
603538;49.428565301673764;13.751318891768976
603554;49.60039524446173;15.457647267599057
603571;50.00395599995604;15.64312034941739
603597;50.50765874370713;16.228260789699156
603601;49.57806099941671;13.879232649407838
603619;49.56514260112413;13.881826076907027
603627;49.59645080732947;14.134433346007821
603635;49.730727707291415;15.737998543330512
603643;49.754350173666126;15.735619854335408
603660;49.7370339097231;15.753776213382247
603686;50.53383737052456;14.722807562046217
603694;49.90899790186539;12.936832771104374
603741;49.87651455956567;12.998663550324478
603791;48.87296098346056;15.949329376342892
603805;49.32959965465598;17.336644103340937
603813;50.43891877572801;15.653546488053735
603821;50.37780937844113;14.820618256075317
603830;49.46294607740559;17.608190427622837
603848;49.991050217259954;13.071937538734515
603881;50.653261465393896;15.034948246199544
603911;49.485885213833406;18.533657973581313
603953;49.70906440420072;16.976217070087124
604003;50.44041364504151;15.758139078725566
604011;50.441043864983584;16.91128188056709
604054;49.86126776321997;17.559829144378213
604062;49.94479629162712;15.488658691151885
604071;49.97716596829348;15.471609607203428
604101;49.958510716514375;15.514130152753703
604119;49.93754237042355;15.503122368292418
604135;50.39129595883089;15.728887455318185
604143;50.08197314649605;15.472481870031842
604151;50.419722790431614;13.51749497730928
604194;50.26209100847216;13.915805420391811
604208;50.54974054640391;13.775123517368735
604381;49.07867593115579;15.487388725589646
604399;50.01724961233841;13.426263913902625
604402;49.7340260253685;18.00255642054797
604429;49.776797639735705;18.002851314575487
604518;49.0989960510244;17.54147179332476
604534;49.51597993503859;17.037775986305082
604551;49.24727922219416;16.671352811251953
604569;49.169733856004704;14.045834975623265
604577;49.15926269574952;14.030706481947549
604585;49.64398519917961;17.02354966851928
604593;49.63119326544428;17.059708266664718
604607;49.656196717095426;17.011408146940298
604615;49.43704633352343;15.511554438852873
604623;50.82117785198153;14.916119992455384
604658;50.87639606640641;15.212991052062241
604666;50.3928007177535;16.970250336631967
604691;50.53777921345714;13.985407288607062
604712;50.24071985914862;16.225316194587755
604755;49.09821173306206;16.278987916935897
604763;49.64390445947979;16.761395733222194
604780;49.086016473960875;17.709159490340095
604801;49.45919734208883;17.23640572065164
604810;49.03803464664678;15.998418680753534
604836;50.47454405643425;14.903528061924472
604861;48.94364760491806;15.700585625254682
604879;49.7985204947321;18.052690444158657
604895;49.89444433631147;15.869347159398036
604909;49.36058164073774;15.736668574403163
604925;50.38016150125804;13.619767735602233
604941;49.34125113585736;16.3138373079354
604950;49.338567567029294;16.29915676309552
604968;49.59788320611072;17.897500147927037
604976;49.52189509870342;14.815050859217848
605000;48.99174072353728;15.88016840564232
605018;49.36361176648893;16.66947401240124
605115;50.493944154573846;14.598993078062556
605174;49.2591047494196;14.545832312153202
605204;49.528565140967615;17.237776841102132
605239;49.39097770499457;13.837309274015961
605247;49.41031115266674;13.881038152776595
605301;49.719096245315754;13.15406923868035
605310;48.95100548738502;17.4588121226102
605328;49.06753361527075;15.878311610670169
605344;48.93618600403158;17.52930712946345
605352;50.52001639379399;13.365179812841287
605441;50.107958871910164;13.384684630490531
605450;49.44422265466619;17.644467614618506
605468;49.14936703281484;15.111140196810439
605514;49.62009643289155;15.188205729928262
605549;50.40808400138216;13.628022201294842
605557;49.46516404993118;16.190270915086778
605573;49.16419797434307;16.786533210798016
605581;50.21688815703699;15.916644881491196
605590;50.20925197940596;14.235617051837805
605611;49.40765302428496;15.911320130595957
605620;49.493948718103006;13.007730830785631
605662;50.60212728418622;14.42335851163215
605689;48.99918932556572;15.840495249852747
605735;49.57587896189675;13.555322346240324
605786;50.22226916440804;13.505443550780246
605808;49.05499058107512;16.637948307843292
605816;49.943777979274905;16.916495698308694
605841;50.2123329105917;15.056221116487887
605859;49.47497188075247;16.11873644394745
605883;49.44890741892373;16.09668861705234
605891;50.35797226077348;13.065597065792472
605930;50.36089977563299;15.70393769524264
605972;50.20466971835427;15.616724877212622
605999;50.18735609243264;15.627867166892862
606006;49.18914714703416;17.013693117667078
606014;50.66856569563501;14.686969027314388
606022;49.47445060491808;16.05772442090328
606031;49.218227828972005;17.038623574693347
606065;49.30811873319025;15.012785545058815
606073;49.70846550763084;16.74039146738608
606081;49.46667976964339;15.867029824128746
606103;49.78106195698004;15.224977809927273
606171;50.075729414935196;15.680241798709528
606189;49.89895818051444;17.66040888037413
606197;50.333816960952795;16.212462372094805
606227;50.02900099848068;16.895759180420868
606294;49.97268540881265;15.197085778554488
606324;50.090286638634716;16.369929431272862
606332;49.85712157446039;17.858140862069778
606359;50.10141356661331;15.886016762035707
606375;49.09452040405995;13.813790048201778
606383;49.00592107928728;16.877274054135032
606391;49.59580953026949;16.4680218491924
606405;49.56106615051401;16.20884767139588
606421;49.911522751929084;16.25886009512715
606430;49.6635650667919;17.289132065002807
606464;50.313010173464036;16.087314555708442
606481;49.14948342989028;15.574134178085112
606499;49.62141319902048;16.95615652075052
606502;49.62249145085316;16.939085457233585
606511;49.63069265668453;16.94905247816549
606529;49.94379507098569;18.13381854938768
606537;49.82651312396908;16.94176919644542
606561;49.09156596297128;17.931486437235282
606570;49.159481097784656;17.63366016348837
606596;49.554839280121826;17.567780855033902
606600;49.08487234365395;15.854872510493765
606618;50.24078597296128;17.697721292796317
606669;50.488921619515935;14.159861247053431
606677;48.99042604509232;16.360415998328335
606685;49.658659251763154;13.954291811014828
606715;49.95366238177134;16.882236352714326
606723;49.42148979685736;17.42821259789754
606740;49.40463572645893;17.420961883732286
606758;50.12895201412566;13.026673485790056
606812;49.31559061338593;15.898564422302409
606839;49.85005371504877;15.699837267225002
606863;49.83804737544614;14.333103878766392
606880;48.966289381218445;15.990110271435206
606898;49.52521205933778;14.031018450396564
606928;50.37227201364505;14.957111012551417
606936;49.666052232180476;15.298577085779508
606944;49.64897781537128;15.293201615381408
606979;49.03329588108419;17.812853366452348
606987;49.95808755652691;18.09568562224867
607002;50.5417068593125;13.408693271291128
607029;50.529389689084915;13.45405071984186
607045;50.209093566803254;16.078035269763518
607061;49.54086799913766;15.233979686218062
607070;49.54578125444973;15.172657220900621
607118;48.967849412901124;16.811610820352968
607126;49.414967939064994;13.374848279724175
607134;49.429691168534724;13.34370383688721
607223;49.5330236239432;14.59894742903838
607266;48.88866589114906;14.884374699108983
607274;50.2700920438438;12.918292984016407
607291;49.73003128130757;12.796018432005472
607410;49.8222315363582;16.127609413883924
607428;49.398970827518525;16.366687308096754
607444;49.54914846733834;18.159604536012676
607461;50.41109350538959;14.721958326377164
607517;50.222237812092516;14.644735197702468
607525;49.02321255947027;14.501285803755037
607541;49.79754150694229;15.595466018926974
607584;50.1272615699793;15.856669770628711
607592;49.032404588879395;16.806460982558036
607606;49.20761119593833;14.642456042670515
607614;50.09812638389378;16.106007424852017
607631;49.73231953748325;14.305133283363812
607657;48.85720301205209;16.24228701053344
607665;49.509902971536945;14.591579991368807
607703;49.582870720748225;16.675863476177362
607711;50.38731868035108;16.252076375887103
607720;49.729044773311756;16.178724927201767
607746;48.897161726734616;14.647472830605134
607789;49.34659699028612;14.39163932166058
607797;49.16714889167136;15.398884142173598
607801;49.64801576094748;15.016942010192926
607819;50.06001481494452;16.241739434886004
607851;50.50947394069588;15.611924962904205
607860;50.50206830671345;15.661364254461647
607886;49.66671167864177;16.20368106411613
607894;49.35494367269071;16.22882435851834
607908;49.621385769596834;13.690763825526796
607924;49.620943761031576;13.7274410552542
607941;49.523266601656964;13.298252616462086
607959;49.52831480914794;13.315887749562282
607967;49.52914007398309;13.277874371997969
607975;48.935088166735135;17.571564259273657
607983;49.05661194987992;17.352046954968138
608009;49.403537243628044;15.434488174497796
608025;48.91548651830952;14.417214392052848
608041;49.781782602758405;16.747411277274864
608076;50.1795514410113;14.481148980504301
608084;49.76321504929378;14.755660935542783
608131;49.36180243642955;17.56417011081184
608149;49.49689361882872;15.11089974656467
608157;48.91404682595902;16.85533108608823
608165;49.18809655327183;15.213737377155553
608173;49.31028026284269;14.948771888694164
608181;49.43758937768354;13.009540112099513
608190;49.97833798705457;15.914958357426611
608211;49.30901317372179;13.39752420104709
608246;50.57467659274149;13.933476691575665
608262;49.42248650114841;16.591773074366067
608271;50.51315745184062;15.032429584970155
608327;49.49714170665918;16.665576720189325
608491;48.98527736547097;15.925621475247166
608513;49.09037101255643;13.841593733488207
608572;49.148684701631396;14.643939532101358
608581;49.640427339667745;17.658912483760854
608599;49.052465650119636;16.840290133390468
608645;49.45990808261368;16.8810200788618
608661;49.90636841811534;15.53637035050288
608688;49.69934323977128;16.90014221161649
608742;50.63105473284032;15.35210386953459
608769;50.517430109621344;16.3608586353605
608777;49.35474295694948;15.148852487224826
608793;49.492344673184576;14.528858562922474
608840;49.45680324671407;14.454391961165088
608866;50.41832028147654;12.8685406512423
608882;48.83789186071221;16.319867264784634
608939;50.258343200289026;12.773610506722909
608947;50.2650611224187;12.799434172109574
608963;49.48813968249063;14.878862459353236
608980;50.45296846902614;14.912574636444731
608998;50.48842084063363;15.395572112887761
609005;50.541020453427244;13.7181104041854
609021;49.13216850429743;15.351329470737916
609030;50.64258719404768;13.378261532573463
609048;50.18666864414783;14.651967463839508
609226;50.16653672889739;14.681579368407466
609277;49.99977671753618;16.289136691670702
609285;50.18821253262303;14.157640363405843
609307;49.40258469740056;14.336288063852233
609315;49.397876560069676;14.374321651925591
609323;49.41387360101278;14.368579362151992
609331;49.39330524348527;14.322579376595892
609340;49.2944769342227;16.349489999397864
609358;49.42996958700193;15.34740864644394
609366;49.47667199879468;15.426429519704998
609374;48.960717488705654;16.433360177829748
609382;49.880447934900666;17.881325205864595
609391;49.157998670414706;17.134755989735694
609404;49.46020003849438;17.892713283758884
609447;50.151063686375;17.011502238530362
609455;50.01456930828656;13.841128199761695
609471;49.299621900767285;15.753091283332163
609480;50.0740263324047;17.625596350202784
609501;50.50854857835277;15.06796899074485
609536;50.10516029082836;14.1078177638496
609561;49.066004686062534;16.523198112460804
609579;50.29291751611878;14.206817937922882
609595;49.743596698293054;13.994008550088207
609617;50.07693487346939;14.026844867821337
609625;50.308667931177055;14.957036115944334
609633;50.6997491862757;15.456940242464855
609650;50.01756278407101;16.9575631516973
609676;49.21641182951782;17.918654593306847
609692;49.51270219366016;15.005849270289605
609714;49.9326127303458;17.691211711347975
609722;49.842761869697;14.338942552840004
609731;49.75760061807886;18.08143852487152
609773;50.18635558611389;14.590589611601835
609790;50.513670388017296;15.471739334050422
609820;50.68213474347032;14.64507736120294
609846;48.92290452550732;14.217213464040134
609871;50.00818156298624;15.558448224819951
609897;49.409763560191934;14.983803928170936
609919;50.479809030216295;14.146060560020098
609927;49.62361238701461;16.52496788965694
609935;49.89358770247645;16.98415549323312
609951;49.38131472020407;13.05066075149691
609960;49.382241231123814;13.063249880147467
609978;50.714484986870886;14.719878863285414
611778;49.20316484141456;16.605150444145426
612600;50.23373903351557;16.28395263086908
612642;48.871728150859184;16.528469587210413
612651;49.83558750162937;12.741617585970795
612669;49.70526630466697;12.952640671698227
612685;50.32923152218444;14.86540593438957
612693;50.294253430062426;13.797112147193175
612707;49.55322878501532;16.844891738946167
612731;49.36779331181168;17.073105835853227
612758;49.482181086697786;17.352703913245954
612766;50.58487477095673;16.341851922924242
612847;49.60696189117785;14.710170106722169
612871;49.95820353591439;13.854331162047256
612898;50.444517892871716;14.144095210201904
612910;49.50692342599744;14.478205070673592
612952;49.32461096787025;15.68852729616955
612979;49.2377168290739;15.621959133882468
612987;50.95477154727409;14.472679532352183
613002;49.413626378822116;16.51108317198515
613053;49.4612371352728;16.427495880475007
613061;49.06212706686875;18.02861848697502
613096;48.95665624363387;16.895946676220603
613100;50.01931960051207;17.737265909497992
613169;49.958853196550436;17.481197394912666
613231;49.99998621066337;17.492174451003116
613291;49.9528250712046;17.44322357596423
613312;50.00893520841625;17.423270746566033
613339;49.3986469560897;16.40516963792599
613363;49.36258292905642;17.66046999741122
613371;49.29270088725714;13.991931009934984
613380;49.698930578621734;18.224917035927504
613398;49.717694513098486;18.380328978164364
613436;50.45317181040391;15.950859932063505
613487;49.52726683398589;15.730057314321863
613495;49.67268958351056;15.126148644162509
613533;49.83552028093398;13.560245283168436
613584;48.758817158345806;16.862834289974685
613771;50.05178136970537;15.578095305713129
613797;49.35016811182678;17.445421781884704
613801;49.09265346930706;17.35670010638445
613827;50.28859449023895;14.095583688245245
613835;49.83798906569547;17.13276337641239
613843;49.63043496044673;15.609894512013629
613851;50.71006827600096;14.8486843603913
613860;49.34598917487867;16.094603146938514
613886;50.016146755225385;14.694731216936535
613894;49.50743248658884;13.796526940687034
613908;48.82233158548585;16.567954428894907
613916;49.345565204582705;16.20399845697356
613932;49.503370473294446;15.935240994720191
613941;49.179830329080616;14.374986516333045
614017;50.54094635743473;15.025195046754492
614050;49.28888772484679;14.913264378340939
614068;49.80793283165598;13.596255577119424
614076;49.65712991350039;16.626821014366616
614092;49.28221387348113;16.755264023447985
614114;49.32126881733848;16.422300090341352
614181;49.66074195706075;16.778444139023808
614238;49.701702966528856;16.131520459398313
614262;49.965901811540746;16.760116641260677
614271;49.56134881958848;13.962182385484894
614386;49.26644559119016;14.525124714865468
614408;49.18814654321751;17.670868660161933
614441;49.174496727340745;16.1970340390517
614459;49.155581340536;16.209917152010764
614513;50.381280786292955;13.441284362559527
614599;49.11959403779012;17.574991965069284
614602;49.904241540674356;13.883142286681156
614611;50.13257139591626;12.631995881864782
614670;50.62890562120418;16.240445814848957
614688;50.613924622397846;16.22133265331222
614696;49.26144082846626;17.78707401163372
614700;48.930435307220094;17.74069589133852
614718;49.787129748230406;17.870742078600546
614726;49.64934410051434;16.517681118131055
614777;50.4726982877431;14.726829908287204
614807;49.330626631528986;16.23615827542438
614815;49.60804770852831;16.888325180485566
614823;49.58060759525433;16.90501604653866
614831;49.15463579020876;17.6987174762714
614874;50.00541143115486;13.582300622987871
614891;49.3487501894291;13.616042402376797
614904;50.337071658575546;13.455617392756471
614921;48.868532927400935;16.337110728120262
614939;50.03246128684498;15.085953357323394
614955;50.091724158283256;14.80642794077886
614971;50.40451926417839;14.132209865307246
614980;49.902167319464105;17.353165675479087
615013;49.93613733353047;17.344456068437648
615056;50.13367406412204;14.841000689801822
615064;50.31715117476866;15.6210990611849
615072;50.29929764917229;15.606978002795415
615081;50.359174197666945;14.216633877211953
615099;49.91955130063956;13.526235443044648
615111;50.39922625460902;13.720020362226508
615129;50.35950649345973;12.50531786192905
615137;49.96961230677594;14.166909714591782
615145;49.883500522278425;13.302067561442936
615153;49.89512557981263;16.19173261080876
615161;49.145553760576526;17.00606405326336
615188;50.30363238457163;15.242935207045932
615218;49.08206148278347;15.589890313612676
615226;49.53495779370589;15.914899541540276
615307;49.288753352343626;13.573793679541085
615323;49.584624553646385;16.92808836441062
615358;49.58646309902643;15.36565019947062
615391;49.259538344605076;15.851111229027154
615404;50.19998523004369;15.104144300292228
615421;49.29409242219846;14.842967603018849
615439;49.28028026071021;14.827467693396539
615447;49.80427491227267;16.169939147557905
615455;49.06315924277291;15.525960727471691
615463;49.27241253531345;16.022117771500035
615501;49.78086772906618;17.6000111880952
615536;49.790518691030634;17.66616274260369
615552;49.86089694140355;18.03997590260091
615579;49.07053599703716;14.008372753874102
615587;49.05248641672924;15.661833502809934
615609;49.146219929886804;14.070030601934402
615625;49.084277769549416;17.343071067995538
615706;48.701077316352006;14.453478709534558
615722;49.9144113858743;13.573067871356427
615731;49.50268170507145;17.46990178741723
615749;50.30622971959645;14.37386418066637
615757;49.453385283427956;16.221561712199495
615765;49.46578342334827;16.22800558619372
615773;49.438468768432315;16.24816855570467
615781;49.63237845831651;12.912406512812172
615803;49.50810034258959;16.833800236606013
615811;49.75524520233253;14.065118443671462
615820;49.8233278021203;14.625452362321441
615838;49.57174645390311;14.10070920623114
615889;50.16669813744762;12.573773960199356
615919;49.041134871368776;17.096392748514017
615927;49.6052452816042;17.342548362312584
615935;49.586496262542035;12.99573266794551
615943;49.58492545787662;13.020738263234366
615951;49.6079275529355;12.99135952962416
615978;49.59094712417474;12.950291181932833
615994;49.55790581708576;18.81832669093217
616010;49.4076170046429;16.490273884726992
616028;50.04110030115804;17.04179718359822
616044;50.26642741586464;15.903269003668862
616052;50.122679818300135;15.819606822383065
616061;49.94787985249019;15.562099061940089
616079;49.29681033149671;16.77162092635748
616087;50.5440891366074;15.581500541686035
616117;49.29350363866318;16.804803802830143
616125;50.10176463667799;15.631464628469118
616133;49.223088449210735;13.66216490934509
616141;49.21203183449945;13.676220579675187
616150;50.448466155137055;14.822318060003301
616168;48.837363015717;16.740831686177216
616176;50.97971314734409;15.124027791799735
616214;49.5365435518926;15.069707425737324
616257;49.803106801298;14.381469341290734
616273;49.10843106425185;13.927164093210951
616303;49.97795899203237;16.834414952527812
616338;49.80473753181805;13.534531149384998
616354;49.798785401976595;13.513411478553799
616371;49.818955665308565;13.558971478732897
616397;50.155205197715496;14.191123137126766
616401;49.42881002580781;13.941913585931994
616427;50.548345754383156;14.217413660063343
616443;50.067950162151654;15.274228402795751
616451;50.08278748771682;15.292968036738142
616460;50.348042746312615;14.408703876105553
616478;50.36657128184626;14.390589032654033
616494;49.88414461794428;14.064723138823489
616508;50.05305706352209;17.673227928854377
616524;49.43031957276012;16.541364361905167
616532;50.46337458242751;13.565504439605554
616567;49.95819209267147;15.73279301905702
616583;49.94445896235157;15.743827881391336
616605;50.2342691206059;14.031941090435655
616621;49.5081023074685;15.369703270970607
616630;50.59639907411545;15.403566259513813
616648;50.32154079681641;16.25876781921933
616664;49.635487528820235;16.358994102798377
616672;49.53926321899307;17.19013092326516
616699;49.59481374509781;17.321998908361756
616702;50.621112389822194;13.871195042281565
616753;50.00980696416381;16.61676997307602
616770;49.71856878179243;14.666385016317333
616907;50.39836711955314;15.23828487978604
616923;49.63430432621989;18.718433467034778
616958;49.53383890627828;16.260080550596623
617083;49.28625573142723;13.165161518496426
617113;49.39640026548482;17.648033167706817
617130;48.97596336538338;17.75705353948732
617156;49.40844674456985;17.96935842273436
617172;50.31156883733086;14.611785288439034
617181;50.34240126138077;14.590225442281968
617199;50.307318183690995;14.58814401031704
617202;49.467088987239244;17.711721860738358
617211;49.466759083267235;16.296753087244177
617261;50.21473128490314;16.1901579405012
617270;48.97376671737807;17.256093681306464
617318;49.89848332884243;13.859618209899367
617351;50.59178543029853;13.869114953948698
617377;49.83570461924343;12.988198376320994
617393;49.20904547282915;14.03993470144706
617407;49.371193223697844;15.456906098821403
617415;49.376741048445545;15.490442712426614
617440;49.82245824358883;13.765153342115802
617458;49.82251789929272;13.739284006229614
617466;48.91797529633398;14.809543276014093
617474;50.33654505815307;15.724461960322175
617491;49.90602897988019;16.21544518485641
617512;49.89428428644176;16.242642507346638
617521;49.33347863027417;15.598943753712454
617547;50.06603437573143;15.06268744487613
617571;49.4125519895918;14.05535003673446
617601;49.41938004281856;14.023562931936862
617610;49.85343262385276;13.832303279893038
617628;49.17336160292485;17.255623935064424
617636;50.65047380033226;14.918238121505206
617661;49.577152126280275;16.721974114977577
617679;49.45281413234729;14.958029395699434
617687;49.59932854704924;14.119639045559635
617709;50.484250518399;15.361897506712848
617733;49.12717423126015;15.739261457842689
617750;49.94716805125508;15.33827796062718
617776;49.92960777780472;15.338611078365712
617784;49.47020782541889;17.349927179534365
617792;50.156689800475526;12.606304765911487
617822;50.33087800853189;13.81189333354278
617831;48.88239370123219;15.964375510981764
617857;49.46913784197107;17.325931125504955
617865;49.02831190410107;15.396308835074285
617903;49.92937912561044;16.705591938424774
617920;49.54448022352757;16.43125189684045
617954;49.82966797796652;15.841316593463858
618004;49.737718116621664;14.909271772368129
618021;49.8342836645782;12.624394251012612
618047;48.983588045445785;15.86038642110912
618055;50.3783165179559;14.993542578687007
618063;50.37302370038558;14.307055729622585
618071;50.36025708717432;14.306078979514783
618080;50.76804325718947;14.643327084190837
618128;50.18064685980071;14.155700547627255
618152;48.998223466854775;16.512554226017315
618161;49.22431207263144;17.309091411808588
618179;49.76650388605311;16.0541355029491
618187;49.694859615059215;15.608657713193683
618195;50.28017479173026;14.938334217027485
618209;49.247761930766835;13.308593229540609
618276;49.81994821154435;14.834759585932954
618306;50.04761610778845;17.550370750660182
618322;49.95558535523602;15.926955607375861
618331;49.963763912170876;15.937261241687812
618349;49.9036542531809;15.40495427009039
618501;49.15199813596856;15.77596346883079
618527;49.586765735814524;15.005993815002924
618560;49.76134585478179;12.669339151385918
618608;49.1042335653472;17.617523657103757
618616;49.40410965188343;15.120133644826966
618624;50.13089465244317;16.187236048649336
618632;50.15024070163462;16.174044778742495
618675;49.45519672599344;15.353359320750357
618691;49.30145539207643;15.182550284720241
618756;49.82986973069409;18.079819672083627
618764;49.31249503573238;16.483533849598352
618772;50.294387128649845;14.619961418110613
618781;49.37415462603763;13.792953819507503
618799;49.537009841240916;13.672913720292126
618829;49.4335254784289;17.17047101985501
618837;49.20183949182028;15.79530996180819
618845;49.554318214922795;17.338550090606944
618888;49.61566075649654;15.028612756751922
618918;49.29390042626521;15.821214367629631
618926;49.54974229244561;17.037354198837
618942;48.94273485939648;16.96635260074015
618951;49.23913670868799;14.036085932867955
618985;49.38517925876063;15.342265856376278
618993;49.01475266439927;14.381102666250921
619001;48.90419266706343;16.94622475402678
619019;48.87685945165155;16.291130872811593
619027;49.27292693135019;13.494639293441265
619043;49.56400512732391;15.371304018637003
619116;49.54818748978037;18.337854484526734
619159;50.15954919375915;14.768056801944775
619311;49.41117913155049;17.193110553442967
619329;50.156421963499454;13.958125098949086
619337;49.5097643128845;17.373352178647767
619345;49.52083028337062;17.101973507910497
619388;49.35878141816194;15.20491028271892
619400;49.7231188905294;14.767201167312663
619426;49.05108925025691;17.157659463681853
619434;49.79863629286075;13.251675583817741
619442;49.78818483090456;13.264980960299539
619451;49.77550239130519;14.00897864312263
619477;49.2321605683342;14.499441179035422
619515;49.352440263748484;14.580351611580568
619523;50.01170484991172;16.68350973139662
619531;49.80120524596971;14.801355317266475
619558;50.13291058554459;15.775075024923213
619582;49.985197938899596;15.716400219101851
619612;49.14530929441242;13.982825892214407
619621;50.3006783905688;13.469149302853763
619655;50.00234209079836;15.956927798146943
619663;49.856579527023854;14.700603854646445
619698;49.03144314792799;16.1950361279801
619701;49.531080349403744;13.116319393749114
619710;49.529256943789335;13.129605537984805
619752;50.54554869400324;15.768307329570794
619761;49.78421595335708;17.709026960556432
619787;50.073609228175314;16.143728929703464
619809;49.427069294564504;15.870822351417837
